AF3_delta	AF3_theta	AF3_alpha	AF3_beta	AF3_gamma	AF4_delta	AF4_theta	AF4_alpha	AF4_beta	AF4_gamma	F3_delta	F3_theta	F3_alpha	F3_beta	F3_gamma	F4_delta	F4_theta	F4_alpha	F4_beta	F4_gamma	F7_delta	F7_theta	F7_alpha	F7_beta	F7_gamma	F8_delta	F8_theta	F8_alpha	F8_beta	F8_gamma	FC5_delta	FC5_theta	FC5_alpha	FC5_beta	FC5_gamma	FC6_delta	FC6_theta	FC6_alpha	FC6_beta	FC6_gamma	O1_delta	O1_theta	O1_alpha	O1_beta	O1_gamma	O2_delta	O2_theta	O2_alpha	O2_beta	O2_gamma	P7_delta	P7_theta	P7_alpha	P7_beta	P7_gamma	P8_delta	P8_theta	P8_alpha	P8_beta	P8_gamma	T7_delta	T7_theta	T7_alpha	T7_beta	T7_gamma	T8_delta	T8_theta	T8_alpha	T8_beta	T8_gamma	average_hr	hrv	Condition
31.429377687692376	43.78783952350286	54.72131554424038	129.06181666036804	85.44838932657326	34.24667913934303	45.466827451499	55.262454830046565	131.01535139631827	89.96905028312982	31.325537843765378	39.19501032475113	44.75764252686053	106.0652584038889	67.54677794238799	28.27373245992518	35.82343428923493	33.69282926447603	87.82595339744762	54.406652093921274	28.401302963568014	42.4573173483193	52.25909073921521	128.38181571452742	73.818582824011	34.323109345216565	39.55268495145591	42.06035045966832	118.32650982586173	77.60541246390736	34.49800837417474	41.27045624974188	52.80745198193542	120.33754186022658	66.21567955694665	33.67578687960631	40.220428011255294	46.632520286730774	118.34394452010771	73.6489264026391	32.96840054128492	35.712601094601595	39.740375933808544	95.07930025061914	56.42289985820232	33.44041918948717	37.062046069825925	41.27696630537828	101.16276841665704	67.937460382355	31.1703814876067	34.81372462407688	43.79670935611855	84.07511926578067	50.798244816855814	40.12765948620809	52.168945707809726	68.20034675500594	160.6125151275657	108.29422865821219	32.65485958733956	37.962590622303495	49.58594190214465	98.24411791163861	61.13026148736437	39.62245010935264	53.124236534955266	69.15041770401909	167.47140809502173	116.29806063756362	21.89583333333333	0.027474871513677872	low
31.07950598860652	38.41219425149112	53.37800919130369	134.40714443666027	85.38485066330321	33.17514969854687	39.791084815101115	55.67054283681046	142.24156226622475	93.38580548219409	31.301986840839906	33.40272317800127	42.40610635870393	108.77352880606067	69.42801592591995	28.799551084624404	29.616834956932365	37.310046516404846	86.53012882985377	56.75701403038544	32.44213014509312	34.84791368038488	45.35402708229836	114.6674350124228	76.10350820878782	28.935495853779734	39.144281634919764	50.896435093203614	122.54049399972615	81.82446162106248	36.11012673801487	37.793087220835275	44.767987372997354	116.73461901986977	65.80779983151834	30.349187920438375	35.32865714749279	47.92871447214404	116.07478098126977	76.3919639299875	31.078401803685157	30.42119284521696	46.12962383612473	88.19114058693187	63.192002180905035	30.921518885686908	31.379175960804652	48.490885707841905	82.58283001113031	65.96120718726338	29.200437320296285	23.54394162881052	42.78665379564799	79.44775251142728	37.887900262858906	40.027470335248786	46.81837782120547	66.60901627604116	168.60194570240554	110.61177248452952	31.186462435566124	28.45248122957385	43.163530456558796	103.96048273106868	53.1770173519523	39.829612686722264	47.79056249468436	67.53199783023018	171.41252390792016	110.9500220333236	20.08630952380952	0.037107662391461925	low
31.405113685881872	36.16225203622249	57.88166709196527	141.1408717500417	87.37375599279903	30.88413842548515	38.6029043926379	59.91103369820084	146.69132135880858	93.10209531192748	25.82071278317909	29.15062578705258	48.577680447399175	108.58748347133128	71.53104846172936	30.015723237080273	24.549758839391075	41.765303648093145	97.50691524207663	56.84983328190699	27.867878459543924	34.562182442705264	55.86397273727293	124.90687009359897	78.39960764675023	25.425683712026625	35.60136828630973	54.31908268723027	117.89501276786079	80.03845879254169	31.980534575307203	34.79691749297916	54.647920108931274	111.77368905605864	73.87058519167897	30.57271532990857	31.211085961099556	50.44100863736687	104.63574853666594	72.42190239199796	28.570306178370192	31.584302313013115	41.07648608420108	91.57481886476377	64.34877179608401	27.49902196536644	32.08872752584387	43.38021951275773	99.37573826243099	72.02774987038366	27.771873107610418	30.908671126827265	42.37182198894762	69.28961621314191	47.309714131619096	36.13509030974875	45.00286692205957	70.08093881986139	169.56848649292613	112.33110758273905	29.668365311644557	32.273842581426756	47.230439173601404	101.13875654478812	53.066964065605035	35.39712020258952	45.54683101271745	71.34080492730502	167.6211075786802	112.98662278520078	19.08630952380952	0.0	low
28.319074265834097	37.242944620842685	54.1891083694844	127.92318029075477	70.34015915516808	32.66081879588055	40.95043768819306	59.3075445118799	127.25358049721153	84.2780536265379	29.724509590401887	34.287229640745146	45.434827590627265	111.16511496123015	64.42531826317291	32.842956672379785	35.63580915510908	40.865485575348956	91.10734624597407	55.268331124839655	25.711233448800535	38.34953909035378	50.7225156375771	119.43060405951921	62.68796026492185	32.63644722673705	36.21018822112607	52.290779465155424	113.90447945712734	74.09334514836426	27.457750152530995	35.97617055174943	50.438980693803835	115.41947083702267	62.74786381602541	31.73076624053555	35.24829367034694	50.990234731142955	113.97935056246142	75.44862487678388	29.687036607887933	35.88834500058752	43.76916609390449	91.1001648226759	58.79633776006167	29.393334977672588	35.56005827201586	43.30156792121469	100.69093610455757	68.71229672415306	27.658345280992094	32.155115468802315	40.725079822402655	82.53936228185314	43.502795178726956	39.00641283457149	48.415573567102705	68.97748850014413	159.5276923074193	103.43884315213204	27.890199480717936	33.502111925190995	44.49752174469512	97.53449243204352	52.22623901516212	38.372928045152676	47.32074376064226	68.60413561583461	157.75489610609688	111.57025238622447	18.83630952380952	0.0235853874538302	low
28.83889371090237	36.0273608676174	54.33782972791623	137.93656338824184	81.01762935089359	30.77293112420221	36.243577525453574	56.71267760713739	142.31100002199986	87.06015930356065	27.484555922096344	28.781269231736633	46.507230791733114	113.92698827648914	62.07305061315904	27.771746600709555	24.69831735885686	43.03760722391523	95.29028744301147	52.47988751347255	29.51631245205667	32.387378854836655	47.81785853343605	116.63061992414681	70.84004567734212	30.815043330187002	31.864271093466602	49.41356727937772	123.86703821143762	80.25897327462684	30.354503299953315	37.09734272651606	49.54834525879474	104.81428460868463	65.3158731633567	27.72090992573805	29.365528885033683	50.33880316376518	124.44081833046059	76.50706392476374	27.60968945281079	29.49173095188365	43.01880643551941	113.67169407985524	69.35383195168812	30.255138162079508	32.20939702879901	44.3141317381792	120.59372393001419	72.39412832361307	23.851431774677373	24.756923956826125	36.954107324887715	96.29299484985398	53.205733529800234	38.03408555224677	42.91433017410442	67.64026207824111	172.53583121464564	109.081209299249	27.728388964362328	29.74769208243418	41.70496821001128	101.74611072148139	54.1496455657874	37.4291644382114	43.18413951326405	67.18183067849412	176.40799439458797	111.3495820214402	17.244204260651625	0.02172523121217778	low
30.7210468482046	43.23954664637168	56.289108269878916	117.39685003813327	77.93397222071924	32.60346198112237	44.335590722152205	58.66406531183788	129.83279223758677	82.9312356840519	28.152497701922883	37.098303592475034	46.090453662832246	100.98543878739578	63.27297534301962	26.294840357148466	33.64389719565613	41.47292655394749	87.32654733526186	51.15681239214439	30.49235753564802	39.03542650080493	51.65610414714883	105.6357084424782	66.53531530086835	28.30178632853432	39.82579236554605	52.58747212268746	110.2762747197961	68.96830700713664	33.574221997830385	42.375595104518915	58.6328875565158	115.14180829520954	64.81837000939032	29.713052551743154	38.7373572365941	49.066876662270275	107.74359593346745	76.47151395058599	27.88843148633554	34.77154258565901	41.81073357980654	101.43587089575894	53.27812017380557	30.348243683214847	35.9736228388133	41.08773870563993	108.0491428927892	65.400290910211	28.455688292805817	33.28052438550238	45.6436403740588	86.27041978837835	47.270054055855404	37.05144405578771	52.44877216014038	69.79293698396721	157.7308801275374	104.50256579096317	28.178230629453573	35.540198327840955	45.822409866538685	91.6019446935837	53.39541723090974	35.91846001399134	52.37281697186394	70.57426660473425	162.90407015044823	109.25216099350646	17.08630952380952	0.0	low
35.05933799087057	45.66404165428193	64.28833094222021	139.6567155638962	78.77243280837158	37.11764374867468	47.597614869328225	66.42447993259421	147.50025657163607	89.20015446044653	33.04259964164374	41.425868543139266	53.57088309289634	102.80855008390392	65.17233517144888	32.081122501603225	36.08212150417288	44.72383407740431	91.04242580711367	58.829454344953014	35.42306080686838	42.91536470515767	57.69795142543973	125.14589101636777	73.24359229447043	34.126903825353715	42.90599504390225	57.31242457242901	128.01664673035174	73.95563353729831	37.923698068150784	43.14198977611504	58.18023028133972	121.66168565101006	66.05127680347294	34.254554403957755	43.379921585911966	54.99858564578995	120.09996087812141	70.06429502115128	32.51053916366982	40.635820132081484	35.22795321102283	83.69427148544783	59.415854307021625	32.95514678920662	41.24759078361652	42.7392555706006	96.57312588908584	68.66335686636928	31.92385171262698	39.62405322301934	37.06089880216154	79.97627648873302	44.403922554431716	43.45808663838902	56.118574847464686	74.82089465035389	171.26608360200143	109.79306719448874	33.235832843034714	41.98148283301642	46.18133206662637	97.52306764632745	63.325573506814415	43.0278001524599	56.1821643116348	74.88577016549029	171.15399448780173	113.07978030216971	17.08630952380952	0.0	low
31.271086818985804	41.56808283282705	59.75093364519914	138.24811618806586	80.9370248970695	27.90054222496172	40.27983458130007	62.7026940926479	140.49112716675927	85.78517041853584	26.888825945530215	32.9567863016902	47.70930478895252	100.81328233690519	66.73090636597465	25.240368270909634	27.75505427136362	43.31525285781332	85.34890810122505	54.208299448815175	30.785536621890948	37.6731666265775	52.74118567094711	126.75304913741647	68.30418253785982	24.96788180538112	35.642373600603854	55.63130139196498	113.0623585131703	69.97226475916767	32.08473751087558	37.69858520505285	49.31143848578844	114.95536464966285	66.15530050975399	25.227121751216536	35.71964495529503	52.79437567783939	110.23184941735713	65.27841466399778	28.425390848791608	31.50617337157188	41.0234046683282	102.66201281316133	60.28034705158552	29.349287852793303	33.17709145513739	43.362728892681304	99.07073893615411	68.22653433444218	30.48690475418674	31.27297062321528	42.19241369560493	90.89422983113093	53.180270044360554	36.49400097525498	46.53870604689124	71.39686848501137	166.84231212511057	106.6473206133286	31.381146564429983	35.53590512515564	43.9854204024312	101.76638749663046	61.60604605409687	34.556753188391944	46.499917798550804	71.7559199479445	171.93021877719846	115.50191854240364	18.4709249084249	0.03521445941731442	low
31.7062284422879	42.37141630360422	62.458089942952576	132.37548596585398	82.07493522961381	35.63845114079097	45.12671717615629	66.06803297359139	137.92759684089734	84.7640603467701	33.02602227749428	39.34503402506299	54.981083021533195	104.73740803175549	67.79955834221083	32.28793584166317	33.87843163149259	48.38000884884438	82.12843757625339	52.14793428619949	34.82071968562828	39.80063238925765	60.14392230724288	120.46430586467997	76.44913620413145	30.822272739320063	42.71190829912234	57.34972309112341	115.19796723110801	75.00479854550333	36.95487729862367	44.54884330785037	59.808455733498086	113.9967387972227	73.02011011064798	32.41537349326151	41.781252932477884	57.938138255115234	106.72637989030754	74.71902330469199	33.95991129438283	39.23756272512279	52.92348720010129	103.25762121557453	67.54192690395098	33.816329487082314	39.649838062001265	54.93861697462688	100.33352506274834	68.27513932653281	25.230227834167543	40.46037933649005	43.142053348770006	87.56629400455957	45.665835078497864	41.925972800925415	54.676722981575026	77.68660394742088	163.08175455840345	109.04667492205476	34.02913314905999	40.34651073894236	56.31813515370377	116.27361195758064	68.48744938005424	41.47613155843253	54.46361369711973	77.68683336828954	162.93624928727962	112.88123537954175	17.58630952380952	0.0359629478360662	low
34.16117836178264	39.360735002045935	57.96440737432722	131.49722474777377	75.68540281932499	35.24407148813044	41.2867063510512	60.65627605623129	142.66318182899766	81.55111880972338	32.00597643475159	36.42467549463235	46.547715989501754	103.31641068852069	62.77262567372193	31.472075458442024	30.929943377834622	37.38828670776973	95.73507667232563	54.829228485568095	32.481487382428504	40.30935432617413	52.23457005357788	115.84745748060239	68.56079287831649	32.58394382508601	36.33736332037306	53.2369203180349	123.46807714137087	76.08624992189732	32.42780706926051	36.74860217118141	52.039597110708776	108.46702612935148	58.492147027987365	31.610263375686017	37.51368302776676	51.5594526873723	113.86491573412893	69.30244492239294	31.430407932526514	37.47763812492915	44.374371701161735	96.03583144370033	59.393709170763834	32.04185006763859	37.4246714302958	47.49640137023423	95.49084461701614	69.31690474852638	26.74986092605758	36.07629094976423	38.23182109267112	84.11076076922306	50.36544984749476	42.57330705493733	51.28529995683476	69.92908519051714	168.66905278190575	103.2161660662513	31.98652152269605	39.21598607148924	43.41868480941829	104.62567218446394	51.51930889953511	40.843366383253745	51.07993308946247	69.72987463391561	167.9539783726018	108.61359819204088	17.08630952380952	0.0	low
