AF3_delta	AF3_theta	AF3_alpha	AF3_beta	AF3_gamma	AF4_delta	AF4_theta	AF4_alpha	AF4_beta	AF4_gamma	F3_delta	F3_theta	F3_alpha	F3_beta	F3_gamma	F4_delta	F4_theta	F4_alpha	F4_beta	F4_gamma	F7_delta	F7_theta	F7_alpha	F7_beta	F7_gamma	F8_delta	F8_theta	F8_alpha	F8_beta	F8_gamma	FC5_delta	FC5_theta	FC5_alpha	FC5_beta	FC5_gamma	FC6_delta	FC6_theta	FC6_alpha	FC6_beta	FC6_gamma	O1_delta	O1_theta	O1_alpha	O1_beta	O1_gamma	O2_delta	O2_theta	O2_alpha	O2_beta	O2_gamma	P7_delta	P7_theta	P7_alpha	P7_beta	P7_gamma	P8_delta	P8_theta	P8_alpha	P8_beta	P8_gamma	T7_delta	T7_theta	T7_alpha	T7_beta	T7_gamma	T8_delta	T8_theta	T8_alpha	T8_beta	T8_gamma
36.59804708948544	40.2467386387297	53.4788007556736	122.91782448464191	72.82071378271839	28.72383072047944	28.653662647235237	46.829709948646595	100.06073125278552	71.6584413421757	26.493855340634532	24.59526810152447	40.57229241609133	86.30504752047395	54.0991828138807	26.440795379929718	24.09142999018351	35.45308966363641	83.54312421163765	56.61939375274167	29.413031763976182	33.34890273200461	52.73426462392967	126.25401235377974	76.17195488677844	33.76408092864666	43.825802578461776	61.25389734532787	137.18443033139351	77.26930367943856	24.45104580370898	30.687652204029586	42.0930901918557	89.81341013024159	50.37002826933649	26.698202016997918	33.31906740491066	47.42731330370415	103.18768269845776	66.90282010521034	26.117577350984657	25.186818882506287	29.42407446239142	85.82414529543105	64.72951966244285	26.755960353265586	25.874854785966754	34.77759204424735	99.06745735015011	57.015770929606305	21.46477011058657	27.71871754160411	34.55879908460172	68.90434127287233	49.60742199675553	35.920639840370114	38.4882916980676	52.43969843700707	123.5939042624775	75.29587894091745	26.482544902760658	39.6222074956344	55.48253325467875	111.77345272038268	48.21022131262851	30.277597502951714	34.06230400284695	56.41270252747586	123.5420275477419	57.94262660491126
32.7088108782377	31.311395867999757	46.66489987380371	107.95502472145634	81.98351184567102	26.804223355681287	33.185728880764934	40.585624234501616	106.88260632235045	81.32689689735828	23.057101477454687	26.88617738832932	35.35455421696928	84.42639104638494	70.05969182140805	26.386183165801846	28.208590972206395	30.032275787761712	88.45799812113728	63.55282969113142	29.48587868893115	36.20365630646482	47.8098850070797	124.78803098270696	84.57288671539918	34.69113743557004	38.659132369432676	56.850821924761924	141.48756126092772	86.32678926187246	19.142108631708034	30.85788080267639	37.24603985029804	93.93302201255631	61.09922363809187	30.577626689741592	34.08325513450977	45.870096953899335	115.81289111485685	76.14565840016179	23.826073592315943	21.995870354655978	30.46869114068402	80.34472367961101	58.10236645987466	24.254679676315035	24.945363689561532	37.10211944039552	92.25221529551771	56.597456111164725	24.262422927492544	19.19153152097414	29.847443409218805	76.38982760728547	47.02256609879828	25.70920205428632	36.330542904895765	41.39170758478619	96.90469805870741	65.80659613711602	25.313439966921678	25.14481400508287	44.217468154561715	105.72893273340476	56.090122997374806	28.23203367312269	29.311920276716815	42.462033083180486	123.32617133916631	65.02634205608535
30.479026089950064	33.78193762738114	48.59420987865385	114.22625465586717	70.6127230698641	29.596018323792016	36.784089331639464	46.23658144569101	101.06993799072782	73.41273899892232	26.255667213157516	35.72213871332579	41.795056037266995	96.92060934709401	69.63654396343968	25.006809772595936	32.23178823398997	32.923867161809504	99.23630923273939	66.91433564187375	29.318205447524285	38.369142484117546	54.46023302549827	130.0002731998733	81.21088197075137	33.48251985357388	40.934717895066285	54.268452184684094	140.7957520392647	76.7321473943625	30.069598833098524	30.92269581599503	40.15679840719764	102.2160402655625	52.215650513416804	27.34681574528907	35.641869316112405	42.37162692579843	108.6553524423594	72.13431557054655	25.241548527572338	31.335552948053667	48.07068326883709	117.8344614580665	76.66181750061921	26.617040281656138	33.76453728394391	41.21578041490856	111.33457952665097	76.74271254086297	26.478191167071046	28.054643611136758	37.80215547462515	86.76274715268612	60.07479152712577	36.18307950135422	45.91838859224952	68.26753568157488	172.77916514973356	107.40740921325559	32.838324281821855	38.51264050806828	55.47861186016298	146.08424484171815	95.28445565535945	28.984881398003573	37.84457695170153	43.08431216246754	119.46568042857348	78.15622857264789
26.81753093115634	33.12218867055825	41.5500281548647	110.28999857307646	67.4375304938408	27.9426213972493	31.688880447467312	46.20787542827593	113.07717566235657	74.08747982580846	24.47047512912586	30.377477042403058	43.578735737222694	96.59617283582224	65.23175272233797	24.167682969879337	28.954955202620283	43.54575642735644	92.22834579377268	59.96525231904237	24.775523954071538	37.38630683245083	48.83620354210321	131.79908437445246	77.9457251390307	31.177396554220472	38.03568185796573	54.290838906942476	124.73583459470986	71.42235967252918	38.264154039612436	47.00582989770411	58.808822702349616	138.01572767213574	79.68982747996743	22.84521274466897	28.892885423317956	39.3083324347867	108.58744864593885	65.57691628951424	22.18863061668676	28.06218217807865	34.74193783286039	88.41695893994243	62.04553452237627	21.029673522089162	26.741501940305024	36.9199510049448	97.9025927169916	66.71290409943633	20.520646460368432	23.623012703056226	29.250296147690896	72.0234245742324	41.18991803459971	33.39204297634936	43.443496755007686	61.467651478274036	140.09861748276268	91.5086215702102	21.923630370824746	27.193687167450168	39.48754873727982	87.07318359722422	51.98779401915849	23.4780811502894	31.644994775378294	42.983238258995044	108.54812376825237	69.1855374600519
27.944180764311184	31.052545480720248	43.608475158625076	109.72573080907927	69.79548356855875	27.658472801438663	36.201662230519275	44.68482396121387	121.49152457151078	75.59556353048379	27.07972900102856	29.16711087680801	40.27114802433511	105.78826301783964	69.89195774084499	26.102873922692684	30.304156686549305	40.9980407823766	108.91227470871698	64.73204189535016	27.8505114905105	37.06026821990332	48.60338355251203	115.47933856295275	78.71311608806863	25.535254287037382	41.67287607380659	57.7265611018647	134.45611690266094	91.2354806342983	34.044254645941294	31.323251711980685	42.566078429420095	94.39375876798427	52.887753611438285	27.523598282245715	35.14960775644653	43.545454448413444	118.77218425896368	67.24739034097036	24.397916095599026	27.729987671326896	43.09558815229113	93.52358835522844	64.02350909194293	26.354337498347128	28.61262609003003	41.34743349327215	97.24767381082422	67.3209422221585	19.46851263158217	26.565330755546917	37.103287656915064	80.32549523492438	52.073474431378216	29.890500244077515	38.714666707828705	57.05170977542039	122.67187686552123	63.1384932149354	30.123165760057795	40.35009559360818	54.345606564486154	134.85878145359032	76.4817322479139	29.91335080952102	35.64258925929217	43.94934349173707	104.95929452548697	71.29676953352411
35.647055119321536	40.613369278121255	53.65054591816528	130.3928461739392	76.81712822474026	29.45871790854273	34.78104367861677	43.657184811812364	104.35254195840835	69.02010844984211	25.082747968968434	30.38953026729698	33.402723813947865	94.4862712674857	62.55275237240407	27.0293169736504	30.875494473305945	39.72866814973889	88.39063447854123	58.55431341329562	22.784129666934387	34.11708368159537	48.272050839046344	120.98763321000911	73.99662704747217	35.319578113472666	43.70356229568126	64.0704057463649	127.20458452532345	79.42632745873424	29.3290968238287	25.772273415674828	44.559000700658714	91.95651136171928	47.600450264481715	29.809467146328494	33.1280003069501	51.66107661533812	103.00512855133097	59.639631405786254	22.32821631570506	21.811053695316524	34.048031557597724	73.94816558900996	54.54148347477819	26.02003399115873	29.294871347588067	39.44328830705465	91.82487030021959	67.9572351732465	24.826962036572205	24.83005665943738	35.55242140813327	74.01392388996192	46.61489284735547	32.772496511057014	37.66904124319782	44.41856181496521	91.6502167192182	49.2714535339595	26.753088289939946	34.58321750167765	49.890893612778434	103.09462368561104	49.47190134609234	30.28717273656946	39.3066282510418	47.00132908181463	106.32220590489781	68.90571772970267
27.332615813298474	36.320766901612735	44.15253973306006	104.54220849555966	67.12480379107646	28.060905560450237	39.473951648382226	46.4102810148041	116.6296149711763	70.43314805277569	26.54242547877783	33.628981272045024	41.834143609053825	98.84441940551677	52.09941673163519	25.23584033368769	34.62122788318364	40.33780259041918	96.40764978879511	56.39806520906381	27.124067374744612	33.658473533098125	40.90562604456307	121.29250512616396	71.46107891187636	31.18096550485921	38.74277640632798	54.63829457341536	129.4764749648898	82.285437320616	30.46072310935466	25.010610587502043	31.755882498892877	93.12121103796127	47.76819949535817	28.21436837456394	36.71526176890433	41.18018215382658	97.2723370208518	67.30827989663551	25.27846533355909	29.924004867297693	40.75074333880855	102.99453383247669	61.312351004641144	26.535357834648963	29.834662064180776	38.00956918374219	91.73347194823133	67.66438152256863	20.493379387718008	30.566465113329475	29.044881369087392	84.25330337571283	49.58867042836124	29.575292420084235	40.12974965303994	53.8682583625653	102.94179621133983	68.05114629312494	17.55386463365364	30.877634535753984	41.21051485529697	110.74337225985151	73.72504098425394	27.583953092966766	33.463163718374645	38.02944103508925	101.3882128451834	66.4084143689716
23.781577837036078	28.837132421026794	43.985177887009904	99.33753626486143	70.91042341590686	24.612078149482393	24.53912997789239	46.46666454303084	117.33705695384589	72.9612614087247	23.887252201247016	24.401564167671957	40.23232071991957	105.83367627160739	63.55276991219517	23.06518946430905	16.56882269414629	43.336366187000586	102.90139402458227	58.682838174075584	27.540425369694418	35.644082901846396	49.98261228255397	115.45939533379128	79.490951279842	29.222508695777	38.51127460667675	61.05742647876132	134.5850336600129	81.38393832199002	27.705682403274217	30.966965031147733	40.610094322569466	84.29475177758057	62.20404262487785	23.96889677300683	30.41969016270083	46.533691101469564	112.97985549526418	69.25814843388486	21.831733952730833	25.14458673298962	40.489251637935595	86.33615043062296	57.4176603837662	23.533368926223904	30.553174809273827	44.7343878417336	93.89707383252976	67.0497714403717	21.104603078663715	24.562940243928708	38.36872680804652	82.17724719578659	43.50010727904859	24.6017678940603	30.47688339287191	44.77651649121415	96.08674458163198	58.489637764061115	26.898830638517232	35.439268672620635	46.734628470254876	119.5028633967317	62.92154602345124	24.571681710375046	32.417934953501415	47.095661031681864	112.59668442421093	71.42317097747429
24.50360661653756	32.921751641716526	39.00111998601145	108.12744359046401	62.309817555726156	27.5148926447516	37.9224129410397	42.446685112001354	111.10830677193321	72.40323100693112	24.603898626487393	31.65323386382138	41.225401443308776	94.25242672502287	57.65104956283837	23.09195758816636	34.38969354285857	38.783746511286544	91.29566454798352	60.554961756975864	28.30848375262306	37.47466385115626	43.17676137019092	128.6810510827453	70.4084874384389	34.278037980785584	44.79625452851832	52.69879183993567	134.1438187541843	84.28425848764937	24.31371967427166	27.968750513469942	34.15118878746162	88.31113475354765	46.892351836740005	25.925507545467568	40.10755283462793	35.82876531538425	112.5977356813884	72.44495340556917	24.539709196957155	25.284759451544474	32.54699691949307	94.06021188902592	64.3894464172722	22.687650237875783	30.489139974246754	34.02723915761706	86.79151514487312	70.48159511275881	23.015226079827187	25.758850657644047	32.47250986768117	69.2400700721542	33.59086758880107	36.178837126921735	43.52016430995866	53.66526132266234	115.67863943665235	63.09195305653468	28.35734850643035	32.884416009897976	42.01062724253485	106.57023474171146	57.0033510494928	25.540904650245288	39.18239026186389	43.849879394608394	106.77986068936585	66.9310034917136
28.0545911978258	38.096506354919235	49.16412109266994	115.14345650630878	74.63999161887261	28.238160189302533	39.52506114018453	49.561697778181575	122.20239231697549	76.82923643832332	23.222803144749733	36.261204813612544	43.04870019072276	107.4650084748329	67.67418678757836	26.72517142937534	36.218340464275535	45.060761748658685	107.73176243980629	65.65614165847774	24.31233272774465	33.40564034320111	45.822959860176795	111.86057514270425	79.21592452030721	33.63849361128881	43.986726956941716	56.822440451680656	137.99013524218137	81.80211764346195	26.330181233301253	28.328059042812587	36.72365331297161	84.11289009490028	51.45779795241083	25.664027945725294	38.4511443547311	47.66862322528754	119.1243440920956	71.02058778549642	19.202143113901307	29.238363602766643	38.20723027401718	92.45373725874241	62.29939961015182	17.02535546103845	32.11946328222669	42.39792743466657	97.2338147165915	64.37243866634877	21.76784883726821	29.864817036162027	36.00100284597794	62.66981986042484	42.854300430013716	33.20411984515708	37.55362516234024	54.64691489006256	112.13186058436119	70.57176768674056	24.330754376408468	28.404898353533646	44.613559100891194	102.303005754757	60.65270333925775	26.76097144635196	35.202214890320114	46.63808977606321	104.30859578013042	69.44092541900073
